Fecha,Recurso,Código Agente,Combustible,Consumo Combustible (MBTU),Version
2020-04-24,PROELECTRICA 1,PRIG,GAS,0,TX5
2020-04-24,TASAJERO 1,TRMG,CARBON,13364.27407,TX5
2020-04-24,TASAJERO 2,TERG,CARBON,36523.19814,TX5
2020-04-24,TEBSAB,TBSG,GAS NI,0,TX5
2020-04-24,TEBSAB,TBSG,GAS,55950.8551,TX5
2020-04-24,TERMOCANDELARIA 1,TCIG,GAS NI,0,TX5
2020-04-24,TERMOCANDELARIA 1,TCIG,ACPM,0,TX5
2020-04-24,TERMOCANDELARIA 1,TCIG,GAS,5457,TX5
2020-04-24,TERMOCANDELARIA 2,TCIG,GAS,0,TX5
2020-04-24,TERMOCANDELARIA 2,TCIG,ACPM,0,TX5
2020-04-24,TERMOCANDELARIA 2,TCIG,GAS NI,0,TX5
2020-04-24,TERMOCENTRO CC,ISGG,GAS,0,TX5
2020-04-24,TERMOCENTRO CC,ISGG,QUEROSENE,0,TX5
2020-04-24,TERMODORADA 1,EPMG,GAS,0,TX5
2020-04-24,TERMODORADA 1,EPMG,ACPM,0,TX5
2020-04-24,TERMOEMCALI 1,TEMG,GAS,0,TX5
2020-04-24,TERMONORTE,TMNG,GAS,2155.29,TX5
2020-04-24,TERMONORTE,TMNG,COMBUSTOLEO,0,TX5
2020-04-24,TERMONORTE,TMNG,ACPM,101.75,TX5
2020-04-24,TERMOSIERRAB,EPMG,ACPM,0,TX5
2020-04-24,TERMOSIERRAB,EPMG,GAS,35790.09,TX5
2020-04-24,TERMOVALLE 1,TMVG,ACPM,0,TX5
2020-04-24,TERMOVALLE 1,TMVG,GAS,0,TX5
2020-04-24,TERMOYOPAL 2,TYPG,GAS,8106.29,TX5
2020-04-24,ZIPAEMG 2,ENDG,CARBON,10735.4462,TX5
2020-04-24,ZIPAEMG 3,ENDG,CARBON,16033.9005,TX5
2020-04-24,ZIPAEMG 4,ENDG,CARBON,17814.3972,TX5
2020-04-25,BARRANQUILLA 3,TBSG,GAS,0,TX5
2020-04-25,BARRANQUILLA 3,TBSG,GAS NI,0,TX5
2020-04-25,BARRANQUILLA 3,TBSG,COMBUSTOLEO,0,TX5
2020-04-25,BARRANQUILLA 4,TBSG,GAS,0,TX5
2020-04-25,BARRANQUILLA 4,TBSG,COMBUSTOLEO,0,TX5
2020-04-25,BARRANQUILLA 4,TBSG,GAS NI,0,TX5
2020-04-25,CARTAGENA 1,ENDG,GAS,0,TX5
2020-04-25,CARTAGENA 1,ENDG,COMBUSTOLEO,0,TX5
2020-04-25,CARTAGENA 2,ENDG,COMBUSTOLEO,0,TX5
2020-04-25,CARTAGENA 2,ENDG,GAS,0,TX5
2020-04-25,CARTAGENA 3,ENDG,GAS,0,TX5
2020-04-25,CARTAGENA 3,ENDG,COMBUSTOLEO,0,TX5
2020-04-25,FLORES 1,TMFG,GAS NI,0,TX5
2020-04-25,FLORES 1,TMFG,GAS,0,TX5
2020-04-25,FLORES 4B,TMFG,GAS NI,0,TX5
2020-04-25,FLORES 4B,TMFG,GAS,36783.7,TX5
2020-04-25,GECELCA 3,GECG,CARBON,17524.58,TX5
2020-04-25,GECELCA 32,GECG,CARBON,63966.58,TX5
2020-04-25,GUAJIRA 1,GECG,CARBON,9323.34,TX5
2020-04-25,GUAJIRA 1,GECG,GAS,6607.54,TX5
2020-04-25,GUAJIRA 2,GECG,CARBON,24224.17,TX5
2020-04-25,GUAJIRA 2,GECG,GAS,5724.15,TX5
2020-04-25,MERILECTRICA 1,EPSG,GAS,0,TX5
2020-04-25,PAIPA 1,HIMG,CARBON,3245.793269,TX5
2020-04-25,PAIPA 2,HIMG,CARBON,4285.661099,TX5
2020-04-25,PAIPA 3,HIMG,CARBON,4079.342262,TX5
2020-04-25,PAIPA 4,SOCG,CARBON,36628.029,TX5
2020-04-25,PROELECTRICA 1,PRIG,GAS,5016.999,TX5
2020-04-25,TASAJERO 1,TRMG,CARBON,13403.07541,TX5
2020-04-25,TASAJERO 2,TERG,CARBON,887.028345,TX5
2020-04-25,TEBSAB,TBSG,GAS,61884.6001,TX5
2020-04-25,TEBSAB,TBSG,GAS NI,0,TX5
2020-04-25,TERMOCANDELARIA 1,TCIG,GAS NI,0,TX5
2020-04-25,TERMOCANDELARIA 1,TCIG,ACPM,0,TX5
2020-04-25,TERMOCANDELARIA 1,TCIG,GAS,0,TX5
2020-04-25,TERMOCANDELARIA 2,TCIG,GAS NI,0,TX5
2020-04-25,TERMOCANDELARIA 2,TCIG,GAS,0,TX5
2020-04-25,TERMOCANDELARIA 2,TCIG,ACPM,0,TX5
2020-04-25,TERMOCENTRO CC,ISGG,QUEROSENE,0,TX5
2020-04-25,TERMOCENTRO CC,ISGG,GAS,0,TX5
2020-04-25,TERMODORADA 1,EPMG,GAS,0,TX5
2020-04-25,TERMODORADA 1,EPMG,ACPM,0,TX5
2020-04-25,TERMOEMCALI 1,TEMG,GAS,0,TX5
2020-04-25,TERMONORTE,TMNG,COMBUSTOLEO,0,TX5
2020-04-25,TERMONORTE,TMNG,GAS,985.72,TX5
2020-04-25,TERMONORTE,TMNG,ACPM,59.74,TX5
2020-04-25,TERMOSIERRAB,EPMG,ACPM,0,TX5
2020-04-25,TERMOSIERRAB,EPMG,GAS,35869.96,TX5
2020-04-25,TERMOVALLE 1,TMVG,GAS,0,TX5
2020-04-25,TERMOVALLE 1,TMVG,ACPM,0,TX5
2020-04-25,TERMOYOPAL 2,TYPG,GAS,8037.83,TX5
2020-04-25,ZIPAEMG 2,ENDG,CARBON,6319.578041,TX5
2020-04-25,ZIPAEMG 3,ENDG,CARBON,1353.092923,TX5
2020-04-25,ZIPAEMG 4,ENDG,CARBON,2277.174884,TX5
2020-04-26,BARRANQUILLA 3,TBSG,GAS NI,0,TX5
2020-04-26,BARRANQUILLA 3,TBSG,COMBUSTOLEO,0,TX5
2020-04-26,BARRANQUILLA 3,TBSG,GAS,0,TX5
2020-04-26,BARRANQUILLA 4,TBSG,GAS,0,TX5
2020-04-26,BARRANQUILLA 4,TBSG,COMBUSTOLEO,0,TX5
2020-04-26,BARRANQUILLA 4,TBSG,GAS NI,0,TX5
2020-04-26,CARTAGENA 1,ENDG,GAS,0,TX5
2020-04-26,CARTAGENA 1,ENDG,COMBUSTOLEO,0,TX5
2020-04-26,CARTAGENA 2,ENDG,GAS,0,TX5
2020-04-26,CARTAGENA 2,ENDG,COMBUSTOLEO,0,TX5
2020-04-26,CARTAGENA 3,ENDG,GAS,0,TX5
2020-04-26,CARTAGENA 3,ENDG,COMBUSTOLEO,0,TX5
2020-04-26,FLORES 1,TMFG,GAS NI,0,TX5
2020-04-26,FLORES 1,TMFG,GAS,12179.96,TX5
2020-04-26,FLORES 4B,TMFG,GAS,20617.17,TX5
2020-04-26,FLORES 4B,TMFG,GAS NI,0,TX5
2020-04-26,GECELCA 3,GECG,CARBON,43411.31,TX5
2020-04-26,GECELCA 32,GECG,CARBON,61897.35,TX5
2020-04-26,GUAJIRA 1,GECG,CARBON,16813.63,TX5
2020-04-26,GUAJIRA 1,GECG,GAS,7369.92,TX5
2020-04-26,GUAJIRA 2,GECG,CARBON,28699.33,TX5
2020-04-26,GUAJIRA 2,GECG,GAS,2013.92,TX5
2020-04-26,MERILECTRICA 1,EPSG,GAS,0,TX5
2020-04-26,PAIPA 1,HIMG,CARBON,5505.350091,TX5
2020-04-26,PAIPA 2,HIMG,CARBON,13803.79012,TX5
2020-04-26,PAIPA 3,HIMG,CARBON,12337.00991,TX5
2020-04-26,PAIPA 4,SOCG,CARBON,36613.70582,TX5
2020-04-26,PROELECTRICA 1,PRIG,GAS,15574.001,TX5
2020-04-26,TASAJERO 1,TRMG,CARBON,13414.00086,TX5
2020-04-26,TEBSAB,TBSG,GAS NI,0,TX5
2020-04-26,TEBSAB,TBSG,GAS,16513.5488,TX5
2020-04-26,TERMOCANDELARIA 1,TCIG,ACPM,0,TX5
2020-04-26,TERMOCANDELARIA 1,TCIG,GAS,5515,TX5
2020-04-26,TERMOCANDELARIA 1,TCIG,GAS NI,0,TX5
2020-04-26,TERMOCANDELARIA 2,TCIG,GAS,0,TX5
2020-04-26,TERMOCANDELARIA 2,TCIG,ACPM,0,TX5
2020-04-26,TERMOCANDELARIA 2,TCIG,GAS NI,0,TX5
2020-04-26,TERMOCENTRO CC,ISGG,GAS,0,TX5
2020-04-26,TERMOCENTRO CC,ISGG,QUEROSENE,0,TX5
2020-04-26,TERMODORADA 1,EPMG,ACPM,0,TX5
2020-04-26,TERMODORADA 1,EPMG,GAS,0,TX5
2020-04-26,TERMOEMCALI 1,TEMG,GAS,0,TX5
2020-04-26,TERMONORTE,TMNG,COMBUSTOLEO,0,TX5
2020-04-26,TERMONORTE,TMNG,GAS,5205.32,TX5
2020-04-26,TERMONORTE,TMNG,ACPM,181.63,TX5
2020-04-26,TERMOSIERRAB,EPMG,GAS,35831.84,TX5
2020-04-26,TERMOSIERRAB,EPMG,ACPM,0,TX5
2020-04-26,TERMOVALLE 1,TMVG,GAS,0,TX5
2020-04-26,TERMOVALLE 1,TMVG,ACPM,0,TX5
2020-04-26,TERMOYOPAL 2,TYPG,GAS,154.56,TX5
2020-04-26,ZIPAEMG 2,ENDG,CARBON,11922.45361,TX5
2020-04-27,BARRANQUILLA 3,TBSG,GAS NI,0,TX5
2020-04-27,BARRANQUILLA 3,TBSG,COMBUSTOLEO,0,TX5
2020-04-27,BARRANQUILLA 3,TBSG,GAS,0,TX5
2020-04-27,BARRANQUILLA 4,TBSG,GAS,0,TX5
2020-04-27,BARRANQUILLA 4,TBSG,GAS NI,0,TX5
2020-04-27,BARRANQUILLA 4,TBSG,COMBUSTOLEO,0,TX5
2020-04-27,CARTAGENA 1,ENDG,GAS,0,TX5
2020-04-27,CARTAGENA 1,ENDG,COMBUSTOLEO,0,TX5
2020-04-27,CARTAGENA 2,ENDG,COMBUSTOLEO,0,TX5
2020-04-27,CARTAGENA 2,ENDG,GAS,0,TX5
2020-04-27,CARTAGENA 3,ENDG,COMBUSTOLEO,0,TX5
2020-04-27,CARTAGENA 3,ENDG,GAS,0,TX5
2020-04-27,FLORES 1,TMFG,GAS NI,0,TX5
2020-04-27,FLORES 1,TMFG,GAS,11639.89,TX5
2020-04-27,FLORES 4B,TMFG,GAS NI,0,TX5
2020-04-27,FLORES 4B,TMFG,GAS,55523.67,TX5
2020-04-27,GECELCA 3,GECG,CARBON,42852.6,TX5
2020-04-27,GECELCA 32,GECG,CARBON,63511.64,TX5
2020-04-27,GUAJIRA 1,GECG,CARBON,24460.78,TX5
2020-04-27,GUAJIRA 1,GECG,GAS,7103.15,TX5
2020-04-27,GUAJIRA 2,GECG,GAS,2651.08,TX5
2020-04-27,GUAJIRA 2,GECG,CARBON,29980.14,TX5
2020-04-27,MERILECTRICA 1,EPSG,GAS,0,TX5
2020-04-27,PAIPA 1,HIMG,CARBON,9165.8062,TX5
2020-04-27,PAIPA 2,HIMG,CARBON,21394.93167,TX5
2020-04-27,PAIPA 3,HIMG,CARBON,20200.87593,TX5
2020-04-27,PAIPA 4,SOCG,CARBON,36607.96244,TX5
2020-04-27,PROELECTRICA 1,PRIG,GAS,769.604,TX5
2020-04-27,TASAJERO 1,TRMG,CARBON,13411.73049,TX5
2020-04-27,TASAJERO 2,TERG,CARBON,15805.8823,TX5
2020-04-27,TEBSAB,TBSG,GAS NI,0,TX5
2020-04-27,TEBSAB,TBSG,GAS,1840.371,TX5
2020-04-27,TERMOCANDELARIA 1,TCIG,GAS,4198,TX5
2020-04-27,TERMOCANDELARIA 1,TCIG,ACPM,0,TX5
2020-04-27,TERMOCANDELARIA 1,TCIG,GAS NI,0,TX5
2020-04-27,TERMOCANDELARIA 2,TCIG,GAS,0,TX5
2020-04-27,TERMOCANDELARIA 2,TCIG,GAS NI,0,TX5
2020-04-27,TERMOCANDELARIA 2,TCIG,ACPM,0,TX5
2020-04-27,TERMOCENTRO CC,ISGG,GAS,0,TX5
2020-04-27,TERMOCENTRO CC,ISGG,QUEROSENE,0,TX5
2020-04-27,TERMODORADA 1,EPMG,GAS,0,TX5
2020-04-27,TERMODORADA 1,EPMG,ACPM,0,TX5
2020-04-27,TERMOEMCALI 1,TEMG,GAS,0,TX5
2020-04-27,TERMONORTE,TMNG,ACPM,188.94,TX5
2020-04-27,TERMONORTE,TMNG,COMBUSTOLEO,0,TX5
2020-04-27,TERMONORTE,TMNG,GAS,4910.77,TX5
2020-04-27,TERMOSIERRAB,EPMG,ACPM,0,TX5
2020-04-27,TERMOSIERRAB,EPMG,GAS,35831.84,TX5
2020-04-27,TERMOVALLE 1,TMVG,GAS,0,TX5
2020-04-27,TERMOVALLE 1,TMVG,ACPM,0,TX5
2020-04-27,TERMOYOPAL 2,TYPG,GAS,6112.22,TX5
2020-04-27,ZIPAEMG 2,ENDG,CARBON,12076.65314,TX5
2020-04-27,ZIPAEMG 3,ENDG,CARBON,3993.856778,TX5
2020-04-27,ZIPAEMG 4,ENDG,CARBON,14290.17165,TX5
2020-04-27,ZIPAEMG 5,ENDG,CARBON,11387.91847,TX5
2020-04-28,BARRANQUILLA 3,TBSG,GAS NI,0,TX5
2020-04-28,BARRANQUILLA 3,TBSG,COMBUSTOLEO,0,TX5
2020-04-28,BARRANQUILLA 3,TBSG,GAS,0,TX5
2020-04-28,BARRANQUILLA 4,TBSG,COMBUSTOLEO,0,TX5
2020-04-28,BARRANQUILLA 4,TBSG,GAS NI,0,TX5
2020-04-28,BARRANQUILLA 4,TBSG,GAS,0,TX5
2020-04-28,CARTAGENA 1,ENDG,GAS,0,TX5
2020-04-28,CARTAGENA 1,ENDG,COMBUSTOLEO,0,TX5
2020-04-28,CARTAGENA 2,ENDG,GAS,0,TX5
2020-04-28,CARTAGENA 2,ENDG,COMBUSTOLEO,0,TX5
2020-04-28,CARTAGENA 3,ENDG,GAS,0,TX5
2020-04-28,CARTAGENA 3,ENDG,COMBUSTOLEO,0,TX5
2020-04-28,FLORES 1,TMFG,GAS,817.57,TX5
2020-04-28,FLORES 1,TMFG,GAS NI,980.82,TX5
2020-04-28,FLORES 4B,TMFG,GAS NI,38619.19,TX5
2020-04-28,FLORES 4B,TMFG,GAS,32191.47,TX5
2020-04-28,GECELCA 3,GECG,CARBON,43002.85,TX5
2020-04-28,GECELCA 32,GECG,CARBON,61604.17,TX5
2020-04-28,GUAJIRA 1,GECG,CARBON,30172.09,TX5
2020-04-28,GUAJIRA 1,GECG,GAS,7723.7,TX5
2020-04-28,GUAJIRA 2,GECG,CARBON,31834.87,TX5
2020-04-28,GUAJIRA 2,GECG,GAS,2584.68,TX5
2020-04-28,MERILECTRICA 1,EPSG,GAS,0,TX5
2020-04-28,PAIPA 1,HIMG,CARBON,11242.88627,TX5
2020-04-28,PAIPA 2,HIMG,CARBON,21412.88062,TX5
2020-04-28,PAIPA 3,HIMG,CARBON,20204.0379,TX5
2020-04-28,PAIPA 4,SOCG,CARBON,36626.08819,TX5
2020-04-28,PROELECTRICA 1,PRIG,GAS,0,TX5
2020-04-28,TASAJERO 1,TRMG,CARBON,13394.1895,TX5
2020-04-28,TASAJERO 2,TERG,CARBON,37661.40331,TX5
2020-04-28,TEBSAB,TBSG,GAS NI,958.08,TX5
2020-04-28,TEBSAB,TBSG,GAS,119829.9122,TX5
2020-04-28,TERMOCANDELARIA 1,TCIG,ACPM,0,TX5
2020-04-28,TERMOCANDELARIA 1,TCIG,GAS,1152,TX5
2020-04-28,TERMOCANDELARIA 1,TCIG,GAS NI,0,TX5
2020-04-28,TERMOCANDELARIA 2,TCIG,GAS,0,TX5
2020-04-28,TERMOCANDELARIA 2,TCIG,ACPM,0,TX5
2020-04-28,TERMOCANDELARIA 2,TCIG,GAS NI,0,TX5
2020-04-28,TERMOCENTRO CC,ISGG,GAS,0,TX5
2020-04-28,TERMOCENTRO CC,ISGG,QUEROSENE,0,TX5
2020-04-28,TERMODORADA 1,EPMG,GAS,0,TX5
2020-04-28,TERMODORADA 1,EPMG,ACPM,0,TX5
2020-04-28,TERMOEMCALI 1,TEMG,GAS,0,TX5
2020-04-28,TERMONORTE,TMNG,ACPM,0,TX5
2020-04-28,TERMONORTE,TMNG,GAS,0,TX5
2020-04-28,TERMONORTE,TMNG,COMBUSTOLEO,0,TX5
2020-04-28,TERMOSIERRAB,EPMG,ACPM,0,TX5
2020-04-28,TERMOSIERRAB,EPMG,GAS,36153.686,TX5
2020-04-28,TERMOVALLE 1,TMVG,ACPM,0,TX5
2020-04-28,TERMOVALLE 1,TMVG,GAS,0,TX5
2020-04-28,TERMOYOPAL 2,TYPG,GAS,7421.82,TX5
2020-04-28,ZIPAEMG 2,ENDG,CARBON,11940.30829,TX5
2020-04-28,ZIPAEMG 3,ENDG,CARBON,16666.60795,TX5
2020-04-28,ZIPAEMG 4,ENDG,CARBON,17936.94133,TX5
2020-04-28,ZIPAEMG 5,ENDG,CARBON,17289.39645,TX5
2020-04-29,BARRANQUILLA 3,TBSG,GAS,0,TX5
2020-04-29,BARRANQUILLA 3,TBSG,COMBUSTOLEO,0,TX5
2020-04-29,BARRANQUILLA 3,TBSG,GAS NI,0,TX5
2020-04-29,BARRANQUILLA 4,TBSG,GAS NI,0,TX5
2020-04-29,BARRANQUILLA 4,TBSG,GAS,0,TX5
2020-04-29,BARRANQUILLA 4,TBSG,COMBUSTOLEO,0,TX5
2020-04-29,CARTAGENA 1,ENDG,COMBUSTOLEO,0,TX5
2020-04-29,CARTAGENA 1,ENDG,GAS,0,TX5
2020-04-29,CARTAGENA 2,ENDG,GAS,0,TX5
2020-04-29,CARTAGENA 2,ENDG,COMBUSTOLEO,0,TX5
2020-04-29,CARTAGENA 3,ENDG,GAS,0,TX5
2020-04-29,CARTAGENA 3,ENDG,COMBUSTOLEO,0,TX5
2020-04-29,FLORES 1,TMFG,GAS NI,0,TX5
2020-04-29,FLORES 1,TMFG,GAS,0,TX5
2020-04-29,FLORES 4B,TMFG,GAS NI,5608.59,TX5
2020-04-29,FLORES 4B,TMFG,GAS,0,TX5
2020-04-29,GECELCA 3,GECG,CARBON,43177.36,TX5
2020-04-29,GECELCA 32,GECG,CARBON,66208.64,TX5
2020-04-29,GUAJIRA 1,GECG,GAS,6736.25,TX5
2020-04-29,GUAJIRA 1,GECG,CARBON,31851.73,TX5
2020-04-29,GUAJIRA 2,GECG,GAS,3198.09,TX5
2020-04-29,GUAJIRA 2,GECG,CARBON,30481.72,TX5
2020-04-29,MERILECTRICA 1,EPSG,GAS,0,TX5
2020-04-29,PAIPA 1,HIMG,CARBON,11288.62053,TX5
2020-04-29,PAIPA 2,HIMG,CARBON,21449.90032,TX5
2020-04-29,PAIPA 3,HIMG,CARBON,20183.48515,TX5
2020-04-29,PAIPA 4,SOCG,CARBON,36616.70807,TX5
2020-04-29,PROELECTRICA 1,PRIG,GAS,0,TX5
2020-04-29,TASAJERO 1,TRMG,CARBON,13425.46561,TX5
2020-04-29,TASAJERO 2,TERG,CARBON,38148.43579,TX5
2020-04-29,TEBSAB,TBSG,GAS,114162.9046,TX5
2020-04-29,TEBSAB,TBSG,GAS NI,0,TX5
2020-04-29,TERMOCANDELARIA 1,TCIG,GAS,0,TX5
2020-04-29,TERMOCANDELARIA 1,TCIG,ACPM,0,TX5
2020-04-29,TERMOCANDELARIA 1,TCIG,GAS NI,0,TX5
2020-04-29,TERMOCANDELARIA 2,TCIG,GAS,0,TX5
2020-04-29,TERMOCANDELARIA 2,TCIG,ACPM,0,TX5
2020-04-29,TERMOCANDELARIA 2,TCIG,GAS NI,0,TX5
2020-04-29,TERMOCENTRO CC,ISGG,GAS,0,TX5
2020-04-29,TERMODORADA 1,EPMG,ACPM,0,TX5
2020-04-29,TERMODORADA 1,EPMG,GAS,0,TX5
2020-04-29,TERMOEMCALI 1,TEMG,GAS,0,TX5
2020-04-29,TERMOSIERRAB,EPMG,GAS,36206.74,TX5
2020-04-29,TERMOVALLE 1,TMVG,GAS,32123.675,TX5
2020-04-29,TERMOYOPAL 2,TYPG,GAS,7732.12,TX5
2020-04-29,ZIPAEMG 2,ENDG,CARBON,12067.00196,TX5
2020-04-29,ZIPAEMG 3,ENDG,CARBON,383.083384,TX5
2020-04-29,ZIPAEMG 4,ENDG,CARBON,18020.04801,TX5
2020-04-29,ZIPAEMG 5,ENDG,CARBON,17242.33644,TX5
2020-04-30,BARRANQUILLA 3,TBSG,GAS NI,0,TX5
2020-04-30,BARRANQUILLA 3,TBSG,GAS,0,TX5
2020-04-30,BARRANQUILLA 4,TBSG,GAS NI,0,TX5
2020-04-30,BARRANQUILLA 4,TBSG,GAS,0,TX5
2020-04-30,CARTAGENA 1,ENDG,GAS,0,TX5
2020-04-30,CARTAGENA 1,ENDG,COMBUSTOLEO,0,TX5
2020-04-30,CARTAGENA 2,ENDG,COMBUSTOLEO,0,TX5
2020-04-30,CARTAGENA 2,ENDG,GAS,0,TX5
2020-04-30,CARTAGENA 3,ENDG,GAS,0,TX5
2020-04-30,CARTAGENA 3,ENDG,COMBUSTOLEO,0,TX5
2020-04-30,FLORES 1,TMFG,GAS NI,16611,TX5
2020-04-30,FLORES 1,TMFG,GAS,2077.61,TX5
2020-04-30,FLORES 4B,TMFG,GAS NI,33980.86,TX5
2020-04-30,FLORES 4B,TMFG,GAS,3622.43,TX5
2020-04-30,GECELCA 3,GECG,CARBON,42947.43,TX5
2020-04-30,GECELCA 32,GECG,CARBON,65949.41,TX5
2020-04-30,GUAJIRA 1,GECG,GAS,7963.4,TX5
2020-04-30,GUAJIRA 1,GECG,CARBON,26512.48,TX5
2020-04-30,GUAJIRA 2,GECG,GAS,2579.67,TX5
2020-04-30,GUAJIRA 2,GECG,CARBON,31610.53,TX5
2020-04-30,MERILECTRICA 1,EPSG,GAS,0,TX5
2020-04-30,PAIPA 1,HIMG,CARBON,11213.30336,TX5
2020-04-30,PAIPA 2,HIMG,CARBON,21339.47224,TX5
2020-04-30,PAIPA 3,HIMG,CARBON,20177.22996,TX5
2020-04-30,PAIPA 4,SOCG,CARBON,36629.53582,TX5
2020-04-30,PROELECTRICA 1,PRIG,GAS,0,TX5
2020-04-30,TASAJERO 1,TRMG,CARBON,13424.31295,TX5
2020-04-30,TASAJERO 2,TERG,CARBON,37075.74899,TX5
2020-04-30,TEBSAB,TBSG,GAS NI,0,TX5
2020-04-30,TEBSAB,TBSG,GAS,59385.9756,TX5
2020-04-30,TERMOCANDELARIA 1,TCIG,GAS,0,TX5
2020-04-30,TERMOCANDELARIA 1,TCIG,GAS NI,0,TX5
2020-04-30,TERMOCANDELARIA 2,TCIG,GAS,0,TX5
2020-04-30,TERMOCANDELARIA 2,TCIG,GAS NI,0,TX5
2020-04-30,TERMOCENTRO CC,ISGG,GAS,0,TX5
2020-04-30,TERMODORADA 1,EPMG,GAS,0,TX5
2020-04-30,TERMODORADA 1,EPMG,ACPM,0,TX5
2020-04-30,TERMOEMCALI 1,TEMG,GAS,0,TX5
2020-04-30,TERMOSIERRAB,EPMG,GAS,36077.99,TX5
2020-04-30,TERMOVALLE 1,TMVG,GAS,22386.053,TX5
2020-04-30,TERMOYOPAL 2,TYPG,GAS,6625.03,TX5
2020-04-30,ZIPAEMG 2,ENDG,CARBON,11213.72067,TX5
2020-04-30,ZIPAEMG 4,ENDG,CARBON,17123.42959,TX5
2020-04-30,ZIPAEMG 5,ENDG,CARBON,2267.001044,TX5
2020-05-01,BARRANQUILLA 3,TBSG,GAS,0,TX5
2020-05-01,BARRANQUILLA 3,TBSG,GAS NI,0,TX5
2020-05-01,BARRANQUILLA 4,TBSG,GAS,0,TX5
2020-05-01,BARRANQUILLA 4,TBSG,GAS NI,0,TX5
2020-05-01,CARTAGENA 1,ENDG,GAS,0,TX5
2020-05-01,CARTAGENA 1,ENDG,COMBUSTOLEO,0,TX5
2020-05-01,CARTAGENA 2,ENDG,COMBUSTOLEO,0,TX5
2020-05-01,CARTAGENA 2,ENDG,GAS,0,TX5
2020-05-01,CARTAGENA 3,ENDG,GAS,0,TX5
2020-05-01,CARTAGENA 3,ENDG,COMBUSTOLEO,7504,TX5
2020-05-01,FLORES 1,TMFG,GAS NI,15747.35,TX5
2020-05-01,FLORES 1,TMFG,GAS,2500,TX5
2020-05-01,FLORES 4B,TMFG,GAS NI,36056.54,TX5
2020-05-01,FLORES 4B,TMFG,GAS,4500,TX5
2020-05-01,GECELCA 3,GECG,CARBON,42394.53,TX5
2020-05-01,GECELCA 32,GECG,CARBON,63916.74,TX5
2020-05-01,GUAJIRA 1,GECG,CARBON,21243.69,TX5
2020-05-01,GUAJIRA 1,GECG,GAS,7597.31,TX5
2020-05-01,GUAJIRA 2,GECG,CARBON,27378.72,TX5
2020-05-01,GUAJIRA 2,GECG,GAS,2892.47,TX5
2020-05-01,MERILECTRICA 1,EPSG,GAS,0,TX5
2020-05-01,PAIPA 1,HIMG,CARBON,11050.61828,TX5
2020-05-01,PAIPA 2,HIMG,CARBON,17529.31795,TX5
2020-05-01,PAIPA 3,HIMG,CARBON,19529.92153,TX5
2020-05-01,PAIPA 4,SOCG,CARBON,36615.89168,TX5
2020-05-01,PROELECTRICA 1,PRIG,GAS,0,TX5
2020-05-01,TASAJERO 1,TRMG,CARBON,13413.1294,TX5
2020-05-01,TASAJERO 2,TERG,CARBON,38052.01741,TX5
2020-05-01,TEBSAB,TBSG,GAS,12531.6823,TX5
2020-05-01,TEBSAB,TBSG,GAS NI,0,TX5
2020-05-01,TERMOCANDELARIA 1,TCIG,GAS,0,TX5
2020-05-01,TERMOCANDELARIA 1,TCIG,GAS NI,0,TX5
2020-05-01,TERMOCANDELARIA 2,TCIG,GAS,0,TX5
2020-05-01,TERMOCANDELARIA 2,TCIG,GAS NI,0,TX5
2020-05-01,TERMOCENTRO CC,ISGG,GAS,0,TX5
2020-05-01,TERMODORADA 1,EPMG,ACPM,0,TX5
2020-05-01,TERMODORADA 1,EPMG,GAS,0,TX5
2020-05-01,TERMOEMCALI 1,TEMG,GAS,0,TX5
2020-05-01,TERMONORTE,TMNG,ACPM,36.46,TX5
2020-05-01,TERMONORTE,TMNG,GAS,1192.32,TX5
2020-05-01,TERMOSIERRAB,EPMG,GAS,36179.77,TX5
2020-05-01,TERMOVALLE 1,TMVG,GAS,0,TX5
2020-05-01,TERMOYOPAL 2,TYPG,GAS,6962.4,TX5
2020-05-01,ZIPAEMG 2,ENDG,CARBON,10852.89814,TX5
2020-05-01,ZIPAEMG 3,ENDG,CARBON,558.400987,TX5
2020-05-01,ZIPAEMG 4,ENDG,CARBON,14084.20687,TX5
2020-05-02,BARRANQUILLA 3,TBSG,GAS NI,0,TX5
2020-05-02,BARRANQUILLA 3,TBSG,GAS,0,TX5
2020-05-02,BARRANQUILLA 4,TBSG,GAS,0,TX5
2020-05-02,BARRANQUILLA 4,TBSG,GAS NI,0,TX5
2020-05-02,CARTAGENA 1,ENDG,GAS,0,TX5
2020-05-02,CARTAGENA 1,ENDG,COMBUSTOLEO,0,TX5
2020-05-02,CARTAGENA 2,ENDG,COMBUSTOLEO,0,TX5
2020-05-02,CARTAGENA 2,ENDG,GAS,0,TX5
2020-05-02,CARTAGENA 3,ENDG,GAS,0,TX5
2020-05-02,CARTAGENA 3,ENDG,COMBUSTOLEO,10971,TX5
2020-05-02,FLORES 1,TMFG,GAS NI,16453.08,TX5
2020-05-02,FLORES 1,TMFG,GAS,5026.84,TX5
2020-05-02,FLORES 4B,TMFG,GAS,9973.18,TX5
2020-05-02,FLORES 4B,TMFG,GAS NI,32642.89,TX5
2020-05-02,GECELCA 3,GECG,CARBON,42596.86,TX5
2020-05-02,GECELCA 32,GECG,CARBON,64684.38,TX5
2020-05-02,GUAJIRA 1,GECG,GAS,8179.71,TX5
2020-05-02,GUAJIRA 1,GECG,CARBON,27721.41,TX5
