Fecha,Recurso,Código Agente,Combustible,Consumo Combustible (MBTU),Version
2023-02-05,PAIPA 1,HIMG,CARBON,11396.82619,TX6
2023-02-05,PAIPA 2,HIMG,CARBON,21665.21754,TX6
2023-02-05,PAIPA 3,HIMG,CARBON,18155.01836,TX6
2023-02-05,PAIPA 4,SOCG,CARBON,35067.22045,TX6
2023-02-05,PROELECTRICA 1,PRIG,GAS,0,TX6
2023-02-05,TASAJERO 1,TRMG,CARBON,34203.3084,TX6
2023-02-05,TASAJERO 2,TERG,CARBON,30036.65608,TX6
2023-02-05,TEBSAB CC,TBSG,GAS NI,15200.0003,TX6
2023-02-05,TEBSAB CC,TBSG,GAS,122123.247,TX6
2023-02-05,TERMOCANDELARIA 1,TCIG,GAS,0,TX6
2023-02-05,TERMOCANDELARIA 1,TCIG,GAS NI,0,TX6
2023-02-05,TERMOCANDELARIA 2,TCIG,GAS,0,TX6
2023-02-05,TERMOCANDELARIA 2,TCIG,GAS NI,0,TX6
2023-02-05,TERMOCENTRO CC,ISGG,GAS,0,TX6
2023-02-05,TERMODORADA 1,EPMG,ACPM,0,TX6
2023-02-05,TERMOEBR,PRIG,CRUDO,0,TX6
2023-02-05,TERMOEMCALI CC,TEMG,GAS,9192,TX6
2023-02-05,TERMONORTE,TMNG,GAS,9925.51,TX6
2023-02-05,TERMONORTE,TMNG,ACPM,311.9,TX6
2023-02-05,TERMOPROYECTOS,PRIG,CRUDO,0,TX6
2023-02-05,TERMOSIERRA CC,EPMG,ACPM,0,TX6
2023-02-05,TERMOVALLE CC,TMVG,GAS,13469.894,TX6
2023-02-05,TERMOVALLE CC,TMVG,ACPM,0,TX6
2023-02-05,TERMOYOPAL 1,TYPG,GAS,0,TX6
2023-02-05,TERMOYOPAL 2,TYPG,GAS,7651.43,TX6
2023-02-05,TERMOYOPAL G3,TYPG,GAS,11089.14,TX6
2023-02-05,TERMOYOPAL G4,TYPG,GAS,10453.43,TX6
2023-02-05,TERMOYOPAL G5,TYPG,GAS,11101.58,TX6
2023-02-05,TESORITO,EPSG,GAS,0,TX6
2023-02-05,ZIPAEMG 3,ENDG,CARBON,18719.20246,TX6
2023-02-05,ZIPAEMG 4,ENDG,CARBON,2821.69932,TX6
2023-02-06,BARRANQUILLA 3,TBSG,GAS NI,0,TX6
2023-02-06,BARRANQUILLA 3,TBSG,GAS,0,TX6
2023-02-06,BARRANQUILLA 4,TBSG,GAS,0,TX6
2023-02-06,BARRANQUILLA 4,TBSG,GAS NI,0,TX6
2023-02-06,CARTAGENA 1,ENDG,COMBUSTOLEO,0,TX6
2023-02-06,CARTAGENA 1,ENDG,GAS,0,TX6
2023-02-06,CARTAGENA 2,ENDG,GAS,0,TX6
2023-02-06,CARTAGENA 2,ENDG,COMBUSTOLEO,0,TX6
2023-02-06,CARTAGENA 3,ENDG,GAS,0,TX6
2023-02-06,CARTAGENA 3,ENDG,COMBUSTOLEO,0,TX6
2023-02-06,FLORES 4 CC,TMFG,GAS,0,TX6
2023-02-06,FLORES 4 CC,TMFG,GAS NI,0,TX6
2023-02-06,FLORES I CC,TMFG,GAS NI,0,TX6
2023-02-06,FLORES I CC,TMFG,GAS,0,TX6
2023-02-06,GECELCA 3,GECG,CARBON,0,TX6
2023-02-06,GECELCA 32,GECG,CARBON,62937.53,TX6
2023-02-06,GUAJIRA 1,GECG,CARBON,28590.32,TX6
2023-02-06,GUAJIRA 1,GECG,GAS,9058.07,TX6
2023-02-06,GUAJIRA 2,GECG,CARBON,7059.68,TX6
2023-02-06,GUAJIRA 2,GECG,GAS,19473.26,TX6
2023-02-06,MERILECTRICA 1,EPSG,GAS,25795.6013,TX6
2023-02-06,PAIPA 1,HIMG,CARBON,11052.66858,TX6
2023-02-06,PAIPA 2,HIMG,CARBON,20658.2537,TX6
2023-02-06,PAIPA 3,HIMG,CARBON,17238.5308,TX6
2023-02-06,PAIPA 4,SOCG,CARBON,30988.64965,TX6
2023-02-06,PROELECTRICA 1,PRIG,GAS,0,TX6
2023-02-06,TASAJERO 1,TRMG,CARBON,29769.25617,TX6
2023-02-06,TASAJERO 2,TERG,CARBON,27041.59223,TX6
2023-02-06,TEBSAB CC,TBSG,GAS,110806.2052,TX6
2023-02-06,TEBSAB CC,TBSG,GAS NI,0,TX6
2023-02-06,TERMOCANDELARIA 1,TCIG,GAS NI,0,TX6
2023-02-06,TERMOCANDELARIA 1,TCIG,GAS,0,TX6
2023-02-06,TERMOCANDELARIA 2,TCIG,GAS,0,TX6
2023-02-06,TERMOCANDELARIA 2,TCIG,GAS NI,0,TX6
2023-02-06,TERMOCENTRO CC,ISGG,GAS,0,TX6
2023-02-06,TERMODORADA 1,EPMG,ACPM,0,TX6
2023-02-06,TERMOEBR,PRIG,CRUDO,0,TX6
2023-02-06,TERMOEMCALI CC,TEMG,GAS,0,TX6
2023-02-06,TERMONORTE,TMNG,GAS,11818.91,TX6
2023-02-06,TERMONORTE,TMNG,ACPM,291.43,TX6
2023-02-06,TERMOPROYECTOS,PRIG,CRUDO,0,TX6
2023-02-06,TERMOSIERRA CC,EPMG,GAS,0,TX6
2023-02-06,TERMOVALLE CC,TMVG,GAS,25240.19,TX6
2023-02-06,TERMOVALLE CC,TMVG,ACPM,0,TX6
2023-02-06,TERMOYOPAL 1,TYPG,GAS,0,TX6
2023-02-06,TERMOYOPAL 2,TYPG,GAS,6022.38,TX6
2023-02-06,TERMOYOPAL G3,TYPG,GAS,11039.8,TX6
2023-02-06,TERMOYOPAL G4,TYPG,GAS,10759.1,TX6
2023-02-06,TERMOYOPAL G5,TYPG,GAS,11096.03,TX6
2023-02-06,TESORITO,EPSG,GAS,0,TX6
2023-02-06,ZIPAEMG 3,ENDG,CARBON,16998.93191,TX6
2023-02-06,ZIPAEMG 4,ENDG,CARBON,9808.787851,TX6
2023-02-07,BARRANQUILLA 3,TBSG,GAS NI,0,TX6
2023-02-07,BARRANQUILLA 3,TBSG,GAS,0,TX6
2023-02-07,BARRANQUILLA 4,TBSG,GAS,0,TX6
2023-02-07,BARRANQUILLA 4,TBSG,GAS NI,0,TX6
2023-02-07,CARTAGENA 1,ENDG,GAS,0,TX6
2023-02-07,CARTAGENA 1,ENDG,COMBUSTOLEO,0,TX6
2023-02-07,CARTAGENA 2,ENDG,COMBUSTOLEO,0,TX6
2023-02-07,CARTAGENA 2,ENDG,GAS,0,TX6
2023-02-07,CARTAGENA 3,ENDG,COMBUSTOLEO,0,TX6
2023-02-07,CARTAGENA 3,ENDG,GAS,0,TX6
2023-02-07,FLORES 4 CC,TMFG,GAS,0,TX6
2023-02-07,FLORES 4 CC,TMFG,GAS NI,0,TX6
2023-02-07,FLORES I CC,TMFG,GAS,0,TX6
2023-02-07,FLORES I CC,TMFG,GAS NI,0,TX6
2023-02-07,GECELCA 3,GECG,CARBON,0,TX6
2023-02-07,GECELCA 32,GECG,CARBON,67731.39,TX6
2023-02-07,GUAJIRA 1,GECG,CARBON,37006.5,TX6
2023-02-07,GUAJIRA 1,GECG,GAS,3336.22,TX6
2023-02-07,GUAJIRA 2,GECG,CARBON,19.42,TX6
2023-02-07,GUAJIRA 2,GECG,GAS,28009.26,TX6
2023-02-07,MERILECTRICA 1,EPSG,GAS,24608.8601,TX6
2023-02-07,PAIPA 1,HIMG,CARBON,11425.5304,TX6
2023-02-07,PAIPA 2,HIMG,CARBON,21694.31446,TX6
2023-02-07,PAIPA 3,HIMG,CARBON,18144.43266,TX6
2023-02-07,PAIPA 4,SOCG,CARBON,35045.81935,TX6
2023-02-07,PROELECTRICA 1,PRIG,GAS,0,TX6
2023-02-07,TASAJERO 1,TRMG,CARBON,33154.48244,TX6
2023-02-07,TASAJERO 2,TERG,CARBON,30729.60834,TX6
2023-02-07,TEBSAB CC,TBSG,GAS NI,0,TX6
2023-02-07,TEBSAB CC,TBSG,GAS,83216.9096,TX6
2023-02-07,TERMOCANDELARIA 1,TCIG,GAS NI,0,TX6
2023-02-07,TERMOCANDELARIA 1,TCIG,GAS,0,TX6
2023-02-07,TERMOCANDELARIA 2,TCIG,GAS,0,TX6
2023-02-07,TERMOCANDELARIA 2,TCIG,GAS NI,0,TX6
2023-02-07,TERMOCENTRO CC,ISGG,GAS,0,TX6
2023-02-07,TERMODORADA 1,EPMG,ACPM,0,TX6
2023-02-07,TERMOEBR,PRIG,CRUDO,0,TX6
2023-02-07,TERMOEMCALI CC,TEMG,GAS,0,TX6
2023-02-07,TERMONORTE,TMNG,ACPM,306.37,TX6
2023-02-07,TERMONORTE,TMNG,GAS,14466.17,TX6
2023-02-07,TERMOPROYECTOS,PRIG,CRUDO,0,TX6
2023-02-07,TERMOSIERRA CC,EPMG,GAS,0,TX6
2023-02-07,TERMOVALLE CC,TMVG,GAS,32780.75,TX6
2023-02-07,TERMOVALLE CC,TMVG,ACPM,0,TX6
2023-02-07,TERMOYOPAL 1,TYPG,GAS,0,TX6
2023-02-07,TERMOYOPAL 2,TYPG,GAS,8045.29,TX6
2023-02-07,TERMOYOPAL G3,TYPG,GAS,11029.09,TX6
2023-02-07,TERMOYOPAL G4,TYPG,GAS,10869.49,TX6
2023-02-07,TERMOYOPAL G5,TYPG,GAS,11125.64,TX6
2023-02-07,TESORITO,EPSG,GAS,0,TX6
2023-02-07,ZIPAEMG 3,ENDG,CARBON,18677.83443,TX6
2023-02-07,ZIPAEMG 4,ENDG,CARBON,18295.09999,TX6
2023-02-08,BARRANQUILLA 3,TBSG,GAS NI,0,TX6
2023-02-08,BARRANQUILLA 3,TBSG,GAS,0,TX6
2023-02-08,BARRANQUILLA 4,TBSG,GAS,0,TX6
2023-02-08,BARRANQUILLA 4,TBSG,GAS NI,0,TX6
2023-02-08,CARTAGENA 1,ENDG,GAS,0,TX6
2023-02-08,CARTAGENA 1,ENDG,COMBUSTOLEO,0,TX6
2023-02-08,CARTAGENA 2,ENDG,COMBUSTOLEO,0,TX6
2023-02-08,CARTAGENA 2,ENDG,GAS,0,TX6
2023-02-08,CARTAGENA 3,ENDG,GAS,0,TX6
2023-02-08,CARTAGENA 3,ENDG,COMBUSTOLEO,0,TX6
2023-02-08,FLORES 4 CC,TMFG,GAS,0,TX6
2023-02-08,FLORES 4 CC,TMFG,GAS NI,0,TX6
2023-02-08,FLORES I CC,TMFG,GAS NI,0,TX6
2023-02-08,FLORES I CC,TMFG,GAS,0,TX6
2023-02-08,GECELCA 3,GECG,CARBON,0,TX6
2023-02-08,GECELCA 32,GECG,CARBON,67889.95,TX6
2023-02-08,GUAJIRA 1,GECG,CARBON,35975.64,TX6
2023-02-08,GUAJIRA 1,GECG,GAS,4807.5,TX6
2023-02-08,GUAJIRA 2,GECG,CARBON,11256.59,TX6
2023-02-08,GUAJIRA 2,GECG,GAS,25165.22,TX6
2023-02-08,MERILECTRICA 1,EPSG,GAS,664.2182,TX6
2023-02-08,PAIPA 1,HIMG,CARBON,11084.63654,TX6
2023-02-08,PAIPA 2,HIMG,CARBON,21448.63828,TX6
2023-02-08,PAIPA 3,HIMG,CARBON,17908.5916,TX6
2023-02-08,PAIPA 4,SOCG,CARBON,34875.43953,TX6
2023-02-08,PROELECTRICA 1,PRIG,GAS,153,TX6
2023-02-08,TASAJERO 1,TRMG,CARBON,33019.75636,TX6
2023-02-08,TASAJERO 2,TERG,CARBON,30173.44245,TX6
2023-02-08,TEBSAB CC,TBSG,GAS NI,0,TX6
2023-02-08,TEBSAB CC,TBSG,GAS,95277.9108,TX6
2023-02-08,TERMOCANDELARIA 1,TCIG,GAS,0,TX6
2023-02-08,TERMOCANDELARIA 1,TCIG,GAS NI,0,TX6
2023-02-08,TERMOCANDELARIA 2,TCIG,GAS,0,TX6
2023-02-08,TERMOCANDELARIA 2,TCIG,GAS NI,0,TX6
2023-02-08,TERMOCENTRO CC,ISGG,GAS,0,TX6
2023-02-08,TERMODORADA 1,EPMG,ACPM,0,TX6
2023-02-08,TERMOEBR,PRIG,CRUDO,0,TX6
2023-02-08,TERMOEMCALI CC,TEMG,ACPM,12148,TX6
2023-02-08,TERMONORTE,TMNG,ACPM,255.67,TX6
2023-02-08,TERMONORTE,TMNG,GAS,14589.28,TX6
2023-02-08,TERMOPROYECTOS,PRIG,CRUDO,0,TX6
2023-02-08,TERMOSIERRA CC,EPMG,ACPM,21300.65,TX6
2023-02-08,TERMOSIERRA CC,EPMG,GAS,535.91,TX6
2023-02-08,TERMOVALLE CC,TMVG,GAS,32186.84,TX6
2023-02-08,TERMOVALLE CC,TMVG,ACPM,0,TX6
2023-02-08,TERMOYOPAL 1,TYPG,GAS,0,TX6
2023-02-08,TERMOYOPAL 2,TYPG,GAS,8050.68,TX6
2023-02-08,TERMOYOPAL G3,TYPG,GAS,11046.31,TX6
2023-02-08,TERMOYOPAL G4,TYPG,GAS,10931.81,TX6
2023-02-08,TERMOYOPAL G5,TYPG,GAS,11122.7,TX6
2023-02-08,TESORITO,EPSG,GAS,40505,TX6
2023-02-08,ZIPAEMG 2,ENDG,CARBON,7197.964542,TX6
2023-02-08,ZIPAEMG 3,ENDG,CARBON,16808.83033,TX6
2023-02-08,ZIPAEMG 4,ENDG,CARBON,16258.40236,TX6
2023-02-09,BARRANQUILLA 3,TBSG,GAS NI,0,TX6
2023-02-09,BARRANQUILLA 3,TBSG,GAS,0,TX6
2023-02-09,BARRANQUILLA 4,TBSG,GAS,394.7234,TX6
2023-02-09,BARRANQUILLA 4,TBSG,GAS NI,0,TX6
2023-02-09,CARTAGENA 1,ENDG,GAS,0,TX6
2023-02-09,CARTAGENA 1,ENDG,COMBUSTOLEO,0,TX6
2023-02-09,CARTAGENA 2,ENDG,COMBUSTOLEO,0,TX6
2023-02-09,CARTAGENA 2,ENDG,GAS,0,TX6
2023-02-09,CARTAGENA 3,ENDG,GAS,0,TX6
2023-02-09,CARTAGENA 3,ENDG,COMBUSTOLEO,0,TX6
2023-02-09,FLORES 4 CC,TMFG,GAS,0,TX6
2023-02-09,FLORES 4 CC,TMFG,GAS NI,0,TX6
2023-02-09,FLORES I CC,TMFG,GAS,0,TX6
2023-02-09,FLORES I CC,TMFG,GAS NI,0,TX6
2023-02-09,GECELCA 3,GECG,CARBON,0,TX6
2023-02-09,GECELCA 32,GECG,CARBON,63979.82,TX6
2023-02-09,GUAJIRA 1,GECG,GAS,4473.65,TX6
2023-02-09,GUAJIRA 1,GECG,CARBON,36301.9,TX6
2023-02-09,GUAJIRA 2,GECG,GAS,25207.44,TX6
2023-02-09,GUAJIRA 2,GECG,CARBON,11416.66,TX6
2023-02-09,MERILECTRICA 1,EPSG,GAS,0,TX6
2023-02-09,PAIPA 1,HIMG,CARBON,11418.16605,TX6
2023-02-09,PAIPA 2,HIMG,CARBON,21567.83049,TX6
2023-02-09,PAIPA 3,HIMG,CARBON,17719.21763,TX6
2023-02-09,PAIPA 4,SOCG,CARBON,35065.06808,TX6
2023-02-09,PROELECTRICA 1,PRIG,GAS,2396,TX6
2023-02-09,TASAJERO 1,TRMG,CARBON,34018.44361,TX6
2023-02-09,TASAJERO 2,TERG,CARBON,31688.78277,TX6
2023-02-09,TEBSAB CC,TBSG,GAS,83279.1711,TX6
2023-02-09,TEBSAB CC,TBSG,GAS NI,0,TX6
2023-02-09,TERMOCANDELARIA 1,TCIG,GAS,0,TX6
2023-02-09,TERMOCANDELARIA 1,TCIG,GAS NI,0,TX6
2023-02-09,TERMOCANDELARIA 2,TCIG,GAS,0,TX6
2023-02-09,TERMOCANDELARIA 2,TCIG,GAS NI,0,TX6
2023-02-09,TERMOCENTRO CC,ISGG,GAS,0,TX6
2023-02-09,TERMODORADA 1,EPMG,ACPM,0,TX6
2023-02-09,TERMOEBR,PRIG,CRUDO,0,TX6
2023-02-09,TERMOEMCALI CC,TEMG,GAS,0,TX6
2023-02-09,TERMONORTE,TMNG,ACPM,292.47,TX6
2023-02-09,TERMONORTE,TMNG,GAS,14695.95,TX6
2023-02-09,TERMOPROYECTOS,PRIG,CRUDO,0,TX6
2023-02-09,TERMOSIERRA CC,EPMG,GAS,0,TX6
2023-02-09,TERMOVALLE CC,TMVG,GAS,33379.35,TX6
2023-02-09,TERMOVALLE CC,TMVG,ACPM,0,TX6
2023-02-09,TERMOYOPAL 1,TYPG,GAS,0,TX6
2023-02-09,TERMOYOPAL 2,TYPG,GAS,8041.08,TX6
2023-02-09,TERMOYOPAL G3,TYPG,GAS,11045.7,TX6
2023-02-09,TERMOYOPAL G4,TYPG,GAS,10898.49,TX6
2023-02-09,TERMOYOPAL G5,TYPG,GAS,11095.16,TX6
2023-02-09,TESORITO,EPSG,GAS,50936,TX6
2023-02-09,ZIPAEMG 2,ENDG,CARBON,9272.392388,TX6
2023-02-09,ZIPAEMG 3,ENDG,CARBON,18599.8338,TX6
2023-02-09,ZIPAEMG 4,ENDG,CARBON,15898.76326,TX6
2023-02-10,BARRANQUILLA 3,TBSG,GAS,0,TX6
2023-02-10,BARRANQUILLA 3,TBSG,GAS NI,0,TX6
2023-02-10,BARRANQUILLA 4,TBSG,GAS NI,0,TX6
2023-02-10,BARRANQUILLA 4,TBSG,GAS,11152.5936,TX6
2023-02-10,CARTAGENA 1,ENDG,GAS,0,TX6
2023-02-10,CARTAGENA 1,ENDG,COMBUSTOLEO,0,TX6
2023-02-10,CARTAGENA 2,ENDG,COMBUSTOLEO,0,TX6
2023-02-10,CARTAGENA 2,ENDG,GAS,0,TX6
2023-02-10,CARTAGENA 3,ENDG,COMBUSTOLEO,0,TX6
2023-02-10,CARTAGENA 3,ENDG,GAS,0,TX6
2023-02-10,FLORES 4 CC,TMFG,GAS,0,TX6
2023-02-10,FLORES 4 CC,TMFG,GAS NI,0,TX6
2023-02-10,FLORES I CC,TMFG,GAS NI,0,TX6
2023-02-10,FLORES I CC,TMFG,GAS,0,TX6
2023-02-10,GECELCA 3,GECG,CARBON,0,TX6
2023-02-10,GECELCA 32,GECG,CARBON,999.05,TX6
2023-02-10,GUAJIRA 1,GECG,CARBON,35975.67,TX6
2023-02-10,GUAJIRA 1,GECG,GAS,5507.54,TX6
2023-02-10,GUAJIRA 2,GECG,GAS,24663.97,TX6
2023-02-10,GUAJIRA 2,GECG,CARBON,11660.77,TX6
2023-02-10,MERILECTRICA 1,EPSG,GAS,0,TX6
2023-02-10,PAIPA 1,HIMG,CARBON,7470.709695,TX6
2023-02-10,PAIPA 2,HIMG,CARBON,21671.31738,TX6
2023-02-10,PAIPA 3,HIMG,CARBON,18592.74375,TX6
2023-02-10,PAIPA 4,SOCG,CARBON,35444.93288,TX6
2023-02-10,PROELECTRICA 1,PRIG,GAS,2945,TX6
2023-02-10,TASAJERO 1,TRMG,CARBON,34745.18827,TX6
2023-02-10,TASAJERO 2,TERG,CARBON,32480.49459,TX6
2023-02-10,TEBSAB CC,TBSG,GAS NI,0,TX6
2023-02-10,TEBSAB CC,TBSG,GAS,61213.5978,TX6
2023-02-10,TERMOCANDELARIA 1,TCIG,GAS,0,TX6
2023-02-10,TERMOCANDELARIA 1,TCIG,GAS NI,0,TX6
2023-02-10,TERMOCANDELARIA 2,TCIG,GAS,0,TX6
2023-02-10,TERMOCANDELARIA 2,TCIG,GAS NI,0,TX6
2023-02-10,TERMOCENTRO CC,ISGG,GAS,0,TX6
2023-02-10,TERMODORADA 1,EPMG,ACPM,0,TX6
2023-02-10,TERMOEBR,PRIG,CRUDO,0,TX6
2023-02-10,TERMOEMCALI CC,TEMG,GAS,0,TX6
2023-02-10,TERMONORTE,TMNG,ACPM,301.86,TX6
2023-02-10,TERMONORTE,TMNG,GAS,14684.7,TX6
2023-02-10,TERMOPROYECTOS,PRIG,CRUDO,0,TX6
2023-02-10,TERMOSIERRA CC,EPMG,ACPM,0,TX6
2023-02-10,TERMOVALLE CC,TMVG,ACPM,0,TX6
2023-02-10,TERMOVALLE CC,TMVG,GAS,644.66,TX6
2023-02-10,TERMOYOPAL 1,TYPG,GAS,0,TX6
2023-02-10,TERMOYOPAL 2,TYPG,GAS,5829.99,TX6
2023-02-10,TERMOYOPAL G3,TYPG,GAS,10837.1,TX6
2023-02-10,TERMOYOPAL G4,TYPG,GAS,7212.75,TX6
2023-02-10,TERMOYOPAL G5,TYPG,GAS,10125.99,TX6
2023-02-10,TESORITO,EPSG,GAS,8918.5153,TX6
2023-02-10,ZIPAEMG 2,ENDG,CARBON,3176.268702,TX6
2023-02-10,ZIPAEMG 3,ENDG,CARBON,18568.18382,TX6
2023-02-10,ZIPAEMG 4,ENDG,CARBON,16485.05331,TX6
2023-02-11,BARRANQUILLA 3,TBSG,GAS,0,TX6
2023-02-11,BARRANQUILLA 3,TBSG,GAS NI,0,TX6
2023-02-11,BARRANQUILLA 4,TBSG,GAS,11075.57,TX6
2023-02-11,BARRANQUILLA 4,TBSG,GAS NI,0,TX6
2023-02-11,CARTAGENA 1,ENDG,GAS,0,TX6
2023-02-11,CARTAGENA 1,ENDG,COMBUSTOLEO,0,TX6
2023-02-11,CARTAGENA 2,ENDG,GAS,0,TX6
2023-02-11,CARTAGENA 2,ENDG,COMBUSTOLEO,0,TX6
2023-02-11,CARTAGENA 3,ENDG,GAS,0,TX6
2023-02-11,CARTAGENA 3,ENDG,COMBUSTOLEO,0,TX6
2023-02-11,FLORES 4 CC,TMFG,GAS NI,0,TX6
2023-02-11,FLORES 4 CC,TMFG,GAS,0,TX6
2023-02-11,FLORES I CC,TMFG,GAS,0,TX6
2023-02-11,FLORES I CC,TMFG,GAS NI,0,TX6
2023-02-11,GECELCA 3,GECG,CARBON,0,TX6
2023-02-11,GECELCA 32,GECG,CARBON,0,TX6
2023-02-11,GUAJIRA 1,GECG,CARBON,33646.37,TX6
2023-02-11,GUAJIRA 1,GECG,GAS,7348.84,TX6
2023-02-11,GUAJIRA 2,GECG,CARBON,19600.18,TX6
2023-02-11,GUAJIRA 2,GECG,GAS,13572.35,TX6
2023-02-11,MERILECTRICA 1,EPSG,GAS,0,TX6
2023-02-11,PAIPA 2,HIMG,CARBON,21639.13548,TX6
2023-02-11,PAIPA 3,HIMG,CARBON,18515.34445,TX6
2023-02-11,PAIPA 4,SOCG,CARBON,35538.93273,TX6
2023-02-11,PROELECTRICA 1,PRIG,GAS,0,TX6
2023-02-11,TASAJERO 1,TRMG,CARBON,30682.73597,TX6
2023-02-11,TASAJERO 2,TERG,CARBON,29819.06487,TX6
2023-02-11,TEBSAB CC,TBSG,GAS NI,0,TX6
2023-02-11,TEBSAB CC,TBSG,GAS,65813.4182,TX6
2023-02-11,TERMOCANDELARIA 1,TCIG,GAS NI,0,TX6
2023-02-11,TERMOCANDELARIA 1,TCIG,GAS,0,TX6
2023-02-11,TERMOCANDELARIA 2,TCIG,GAS,0,TX6
2023-02-11,TERMOCANDELARIA 2,TCIG,GAS NI,0,TX6
2023-02-11,TERMOCENTRO CC,ISGG,GAS,0,TX6
2023-02-11,TERMODORADA 1,EPMG,ACPM,0,TX6
2023-02-11,TERMOEBR,PRIG,CRUDO,0,TX6
2023-02-11,TERMOEMCALI CC,TEMG,GAS,0,TX6
2023-02-11,TERMONORTE,TMNG,ACPM,294.21,TX6
2023-02-11,TERMONORTE,TMNG,GAS,14554.32,TX6
2023-02-11,TERMOPROYECTOS,PRIG,CRUDO,0,TX6
2023-02-11,TERMOSIERRA CC,EPMG,ACPM,0,TX6
2023-02-11,TERMOVALLE CC,TMVG,GAS,13622.947,TX6
2023-02-11,TERMOVALLE CC,TMVG,ACPM,0,TX6
2023-02-11,TERMOYOPAL 1,TYPG,GAS,0,TX6
2023-02-11,TERMOYOPAL 2,TYPG,GAS,7963.66,TX6
2023-02-11,TERMOYOPAL G3,TYPG,GAS,11172.8,TX6
2023-02-11,TERMOYOPAL G4,TYPG,GAS,10999.8,TX6
2023-02-11,TERMOYOPAL G5,TYPG,GAS,11142.85,TX6
2023-02-11,TESORITO,EPSG,GAS,4378.3393,TX6
2023-02-11,ZIPAEMG 3,ENDG,CARBON,18469.43225,TX6
2023-02-11,ZIPAEMG 4,ENDG,CARBON,14173.50901,TX6
2023-02-12,BARRANQUILLA 3,TBSG,GAS,0,TX6
2023-02-12,BARRANQUILLA 3,TBSG,GAS NI,0,TX6
2023-02-12,BARRANQUILLA 4,TBSG,GAS,2510.1213,TX6
2023-02-12,BARRANQUILLA 4,TBSG,GAS NI,0,TX6
2023-02-12,CARTAGENA 1,ENDG,COMBUSTOLEO,0,TX6
2023-02-12,CARTAGENA 1,ENDG,GAS,0,TX6
2023-02-12,CARTAGENA 2,ENDG,GAS,0,TX6
2023-02-12,CARTAGENA 2,ENDG,COMBUSTOLEO,0,TX6
2023-02-12,CARTAGENA 3,ENDG,GAS,0,TX6
2023-02-12,CARTAGENA 3,ENDG,COMBUSTOLEO,0,TX6
2023-02-12,FLORES 4 CC,TMFG,GAS,0,TX6
2023-02-12,FLORES 4 CC,TMFG,GAS NI,0,TX6
2023-02-12,FLORES I CC,TMFG,GAS,0,TX6
2023-02-12,FLORES I CC,TMFG,GAS NI,0,TX6
2023-02-12,GECELCA 3,GECG,CARBON,0,TX6
2023-02-12,GECELCA 32,GECG,CARBON,0,TX6
2023-02-12,GUAJIRA 1,GECG,CARBON,28891.32,TX6
2023-02-12,GUAJIRA 1,GECG,GAS,15782.45,TX6
2023-02-12,GUAJIRA 2,GECG,GAS,11658.47,TX6
2023-02-12,GUAJIRA 2,GECG,CARBON,22315.94,TX6
2023-02-12,MERILECTRICA 1,EPSG,GAS,0,TX6
2023-02-12,PAIPA 2,HIMG,CARBON,21491.33714,TX6
2023-02-12,PAIPA 3,HIMG,CARBON,18753.11017,TX6
2023-02-12,PAIPA 4,SOCG,CARBON,35572.5585,TX6
2023-02-12,PROELECTRICA 1,PRIG,GAS,0,TX6
2023-02-12,TASAJERO 1,TRMG,CARBON,34242.40812,TX6
2023-02-12,TASAJERO 2,TERG,CARBON,31561.8603,TX6
2023-02-12,TEBSAB CC,TBSG,GAS,37918.4339,TX6
2023-02-12,TEBSAB CC,TBSG,GAS NI,0,TX6
2023-02-12,TERMOCANDELARIA 1,TCIG,GAS NI,0,TX6
2023-02-12,TERMOCANDELARIA 1,TCIG,GAS,0,TX6
2023-02-12,TERMOCANDELARIA 2,TCIG,GAS,0,TX6
2023-02-12,TERMOCANDELARIA 2,TCIG,GAS NI,0,TX6
2023-02-12,TERMOCENTRO CC,ISGG,GAS,0,TX6
2023-02-12,TERMODORADA 1,EPMG,ACPM,0,TX6
2023-02-12,TERMOEBR,PRIG,CRUDO,0,TX6
2023-02-12,TERMOEMCALI CC,TEMG,GAS,0,TX6
2023-02-12,TERMONORTE,TMNG,ACPM,306.97,TX6
2023-02-12,TERMONORTE,TMNG,GAS,14710.29,TX6
2023-02-12,TERMOPROYECTOS,PRIG,CRUDO,0,TX6
2023-02-12,TERMOSIERRA CC,EPMG,ACPM,0,TX6
2023-02-12,TERMOVALLE CC,TMVG,ACPM,0,TX6
2023-02-12,TERMOVALLE CC,TMVG,GAS,2769.918,TX6
2023-02-12,TERMOYOPAL 1,TYPG,GAS,0,TX6
2023-02-12,TERMOYOPAL 2,TYPG,GAS,8006.48,TX6
2023-02-12,TERMOYOPAL G3,TYPG,GAS,11134.67,TX6
2023-02-12,TERMOYOPAL G4,TYPG,GAS,10580,TX6
2023-02-12,TERMOYOPAL G5,TYPG,GAS,11119.38,TX6
2023-02-12,TESORITO,EPSG,GAS,4363.0789,TX6
2023-02-12,ZIPAEMG 3,ENDG,CARBON,17521.09684,TX6
2023-02-12,ZIPAEMG 4,ENDG,CARBON,2177.227225,TX6
2023-02-13,BARRANQUILLA 3,TBSG,GAS NI,0,TX6
2023-02-13,BARRANQUILLA 3,TBSG,GAS,0,TX6
2023-02-13,BARRANQUILLA 4,TBSG,GAS NI,0,TX6
2023-02-13,BARRANQUILLA 4,TBSG,GAS,0,TX6
