FECHA_HORA,YEAR,MONTH,DAY,HORA,PRECIO,TERMICA,HIDRAULICA,SOLAR,COGENERADOR,EOLICA,NIVEL_ENSO,FUEL_CONS_ACPM,FUEL_CONS_CARBON,FUEL_CONS_COMBUSTOLEO,FUEL_CONS_CRUDO,FUEL_CONS_GAS,FUEL_CONS_GAS_NI,FUEL_CONS_GLP,FUEL_COST_CARBON,FUEL_COST_GAS,FUEL_COST_GAS_NI,FUEL_COST_COMBUSTOLEO,IPC_VAR_MOM_PCT,IPP_VAR_PN_MOM_PCT,IPP_VAR_OI_MOM_PCT,DIA_SEMANA,FESTIVO,PRECIO_lag_1,PRECIO_lag_2,PRECIO_lag_3,PRECIO_lag_4,PRECIO_lag_5,PRECIO_lag_6,PRECIO_lag_7,PRECIO_lag_8,PRECIO_lag_9,PRECIO_lag_10,PRECIO_lag_11,PRECIO_lag_12,PRECIO_lag_13,PRECIO_lag_14,PRECIO_lag_15,PRECIO_lag_16,PRECIO_lag_17,PRECIO_lag_18,PRECIO_lag_19,PRECIO_lag_20,PRECIO_lag_21,PRECIO_lag_22,PRECIO_lag_23,PRECIO_lag_24
2024-01-02 00:00:00,2024,1,2,0,360.22,1285160.4,6061958.38,0.0,13510.68,10965.5,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,290.91,301.23,301.23,301.23,301.23,301.23,281.91,281.91,251.91,152.91,152.91,152.91,152.91,95.85,95.85,95.85,95.85,152.91,251.91,281.91,281.91,251.91,251.91,251.91
2024-01-02 01:00:00,2024,1,2,1,360.22,1252557.85,5863196.5200000005,0.0,12693.41,11778.13,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,360.22,290.91,301.23,301.23,301.23,301.23,301.23,281.91,281.91,251.91,152.91,152.91,152.91,152.91,95.85,95.85,95.85,95.85,152.91,251.91,281.91,281.91,251.91,251.91
2024-01-02 02:00:00,2024,1,2,2,309.82,1210894.06,5740740.85,0.0,13030.87,12646.47,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,360.22,360.22,290.91,301.23,301.23,301.23,301.23,301.23,281.91,281.91,251.91,152.91,152.91,152.91,152.91,95.85,95.85,95.85,95.85,152.91,251.91,281.91,281.91,251.91
2024-01-02 03:00:00,2024,1,2,3,284.32,1209337.44,5667752.92,0.0,13230.69,11186.29,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,309.82,360.22,360.22,290.91,301.23,301.23,301.23,301.23,301.23,281.91,281.91,251.91,152.91,152.91,152.91,152.91,95.85,95.85,95.85,95.85,152.91,251.91,281.91,281.91
2024-01-02 04:00:00,2024,1,2,4,309.82,1032092.14,5902949.98,0.0,13449.09,11501.69,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,284.32,309.82,360.22,360.22,290.91,301.23,301.23,301.23,301.23,301.23,281.91,281.91,251.91,152.91,152.91,152.91,152.91,95.85,95.85,95.85,95.85,152.91,251.91,281.91
2024-01-02 05:00:00,2024,1,2,5,317.32,991959.43,6119209.59,0.0,13106.92,9513.04,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,309.82,284.32,309.82,360.22,360.22,290.91,301.23,301.23,301.23,301.23,301.23,281.91,281.91,251.91,152.91,152.91,152.91,152.91,95.85,95.85,95.85,95.85,152.91,251.91
2024-01-02 06:00:00,2024,1,2,6,317.32,1079335.63,6100859.97,37832.11,13348.63,3755.21,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,317.32,309.82,284.32,309.82,360.22,360.22,290.91,301.23,301.23,301.23,301.23,301.23,281.91,281.91,251.91,152.91,152.91,152.91,152.91,95.85,95.85,95.85,95.85,152.91
2024-01-02 07:00:00,2024,1,2,7,360.22,1180263.82,6208651.34,280512.88,13676.72,3974.79,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,317.32,317.32,309.82,284.32,309.82,360.22,360.22,290.91,301.23,301.23,301.23,301.23,301.23,281.91,281.91,251.91,152.91,152.91,152.91,152.91,95.85,95.85,95.85,95.85
2024-01-02 08:00:00,2024,1,2,8,379.32,1294094.3,6305036.77,598350.54,21106.17,9384.04,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,360.22,317.32,317.32,309.82,284.32,309.82,360.22,360.22,290.91,301.23,301.23,301.23,301.23,301.23,281.91,281.91,251.91,152.91,152.91,152.91,152.91,95.85,95.85,95.85
2024-01-02 09:00:00,2024,1,2,9,317.32,1366785.37,6391957.71,822153.46,15288.57,6379.6,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,379.32,360.22,317.32,317.32,309.82,284.32,309.82,360.22,360.22,290.91,301.23,301.23,301.23,301.23,301.23,281.91,281.91,251.91,152.91,152.91,152.91,152.91,95.85,95.85
2024-01-02 10:00:00,2024,1,2,10,360.22,1557782.91,6550626.89,907408.03,16298.28,10866.04,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,317.32,379.32,360.22,317.32,317.32,309.82,284.32,309.82,360.22,360.22,290.91,301.23,301.23,301.23,301.23,301.23,281.91,281.91,251.91,152.91,152.91,152.91,152.91,95.85
2024-01-02 11:00:00,2024,1,2,11,379.32,1634076.73,6770957.12,878949.38,23131.5,22956.99,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,360.22,317.32,379.32,360.22,317.32,317.32,309.82,284.32,309.82,360.22,360.22,290.91,301.23,301.23,301.23,301.23,301.23,281.91,281.91,251.91,152.91,152.91,152.91,152.91
2024-01-02 12:00:00,2024,1,2,12,419.32,1756494.03,6754479.93,883198.15,27839.41,29402.68,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,379.32,360.22,317.32,379.32,360.22,317.32,317.32,309.82,284.32,309.82,360.22,360.22,290.91,301.23,301.23,301.23,301.23,301.23,281.91,281.91,251.91,152.91,152.91,152.91
2024-01-02 13:00:00,2024,1,2,13,419.32,1823089.15,6845847.89,816634.29,27296.65,29831.29,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,419.32,379.32,360.22,317.32,379.32,360.22,317.32,317.32,309.82,284.32,309.82,360.22,360.22,290.91,301.23,301.23,301.23,301.23,301.23,281.91,281.91,251.91,152.91,152.91
2024-01-02 14:00:00,2024,1,2,14,419.32,1891595.97,7013762.74,747773.35,27216.5,28752.1,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,419.32,419.32,379.32,360.22,317.32,379.32,360.22,317.32,317.32,309.82,284.32,309.82,360.22,360.22,290.91,301.23,301.23,301.23,301.23,301.23,281.91,281.91,251.91,152.91
2024-01-02 15:00:00,2024,1,2,15,419.32,1896239.7,7118525.13,616601.3,26175.7,29832.22,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,419.32,419.32,419.32,379.32,360.22,317.32,379.32,360.22,317.32,317.32,309.82,284.32,309.82,360.22,360.22,290.91,301.23,301.23,301.23,301.23,301.23,281.91,281.91,251.91
2024-01-02 16:00:00,2024,1,2,16,419.32,1841747.11,7300512.93,310386.82,28844.64,29995.980000000003,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,419.32,419.32,419.32,419.32,379.32,360.22,317.32,379.32,360.22,317.32,317.32,309.82,284.32,309.82,360.22,360.22,290.91,301.23,301.23,301.23,301.23,301.23,281.91,281.91
2024-01-02 17:00:00,2024,1,2,17,419.32,1772390.77,7409418.29,47826.52,35434.259999999995,29767.11,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,419.32,419.32,419.32,419.32,419.32,379.32,360.22,317.32,379.32,360.22,317.32,317.32,309.82,284.32,309.82,360.22,360.22,290.91,301.23,301.23,301.23,301.23,301.23,281.91
2024-01-02 18:00:00,2024,1,2,18,449.32,1755777.02,8009081.72,0.85,34840.8,25458.97,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,419.32,419.32,419.32,419.32,419.32,419.32,379.32,360.22,317.32,379.32,360.22,317.32,317.32,309.82,284.32,309.82,360.22,360.22,290.91,301.23,301.23,301.23,301.23,301.23
2024-01-02 19:00:00,2024,1,2,19,449.32,1790137.18,8112098.77,0.0,34154.42,26775.53,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,449.32,419.32,419.32,419.32,419.32,419.32,419.32,379.32,360.22,317.32,379.32,360.22,317.32,317.32,309.82,284.32,309.82,360.22,360.22,290.91,301.23,301.23,301.23,301.23
2024-01-02 20:00:00,2024,1,2,20,449.32,1903134.63,7961937.96,0.0,32846.95,22358.77,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,449.32,449.32,419.32,419.32,419.32,419.32,419.32,419.32,379.32,360.22,317.32,379.32,360.22,317.32,317.32,309.82,284.32,309.82,360.22,360.22,290.91,301.23,301.23,301.23
2024-01-02 21:00:00,2024,1,2,21,449.32,1731776.66,7769757.68,0.0,33964.7,18646.49,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,449.32,449.32,449.32,419.32,419.32,419.32,419.32,419.32,419.32,379.32,360.22,317.32,379.32,360.22,317.32,317.32,309.82,284.32,309.82,360.22,360.22,290.91,301.23,301.23
2024-01-02 22:00:00,2024,1,2,22,419.32,1705307.31,7330703.930000001,0.0,36387.86,14384.74,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,449.32,449.32,449.32,449.32,419.32,419.32,419.32,419.32,419.32,419.32,379.32,360.22,317.32,379.32,360.22,317.32,317.32,309.82,284.32,309.82,360.22,360.22,290.91,301.23
2024-01-02 23:00:00,2024,1,2,23,419.32,1514329.84,6967052.58,0.0,36003.64,13574.04,3.0,293.86,176948.614713,2032.54,0.0,148362.8745,25570.0002,0.0,173.2837755346,282.4403489083,588.6682552149,898.8030376865,0.92,0.59,0.81,2,0,419.32,449.32,449.32,449.32,449.32,419.32,419.32,419.32,419.32,419.32,419.32,379.32,360.22,317.32,379.32,360.22,317.32,317.32,309.82,284.32,309.82,360.22,360.22,290.91
2024-01-03 00:00:00,2024,1,3,0,429.49,1403051.32,6567021.79,0.0,36032.34,10498.75,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,419.32,419.32,449.32,449.32,449.32,449.32,419.32,419.32,419.32,419.32,419.32,419.32,379.32,360.22,317.32,379.32,360.22,317.32,317.32,309.82,284.32,309.82,360.22,360.22
2024-01-03 01:00:00,2024,1,3,1,429.49,1342084.99,6319678.14,0.0,35910.759999999995,8602.52,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,429.49,419.32,419.32,449.32,449.32,449.32,449.32,419.32,419.32,419.32,419.32,419.32,419.32,379.32,360.22,317.32,379.32,360.22,317.32,317.32,309.82,284.32,309.82,360.22
2024-01-03 02:00:00,2024,1,3,2,429.49,1288825.66,6182142.73,0.0,35620.31,9768.12,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,429.49,429.49,419.32,419.32,449.32,449.32,449.32,449.32,419.32,419.32,419.32,419.32,419.32,419.32,379.32,360.22,317.32,379.32,360.22,317.32,317.32,309.82,284.32,309.82
2024-01-03 03:00:00,2024,1,3,3,429.49,1236657.64,6117144.61,0.0,35732.6,9674.17,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,429.49,429.49,429.49,419.32,419.32,449.32,449.32,449.32,449.32,419.32,419.32,419.32,419.32,419.32,419.32,379.32,360.22,317.32,379.32,360.22,317.32,317.32,309.82,284.32
2024-01-03 04:00:00,2024,1,3,4,429.49,1290962.57,6113952.86,0.0,36497.52,9853.55,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,429.49,429.49,429.49,429.49,419.32,419.32,449.32,449.32,449.32,449.32,419.32,419.32,419.32,419.32,419.32,419.32,379.32,360.22,317.32,379.32,360.22,317.32,317.32,309.82
2024-01-03 05:00:00,2024,1,3,5,429.49,1329873.01,6240973.37,0.0,36095.21,7111.11,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,429.49,429.49,429.49,429.49,429.49,419.32,419.32,449.32,449.32,449.32,449.32,419.32,419.32,419.32,419.32,419.32,419.32,379.32,360.22,317.32,379.32,360.22,317.32,317.32
2024-01-03 06:00:00,2024,1,3,6,429.49,1371435.35,6222525.38,53589.33,40651.7,3224.2,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,429.49,429.49,429.49,429.49,429.49,429.49,419.32,419.32,449.32,449.32,449.32,449.32,419.32,419.32,419.32,419.32,419.32,419.32,379.32,360.22,317.32,379.32,360.22,317.32
2024-01-03 07:00:00,2024,1,3,7,429.49,1375716.06,6441644.9,329571.72000000003,46188.13,2436.26,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,429.49,429.49,429.49,429.49,429.49,429.49,429.49,419.32,419.32,449.32,449.32,449.32,449.32,419.32,419.32,419.32,419.32,419.32,419.32,379.32,360.22,317.32,379.32,360.22
2024-01-03 08:00:00,2024,1,3,8,429.49,1476649.32,6488262.98,667384.96,48266.87,3356.39,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,419.32,419.32,449.32,449.32,449.32,449.32,419.32,419.32,419.32,419.32,419.32,419.32,379.32,360.22,317.32,379.32
2024-01-03 09:00:00,2024,1,3,9,429.49,1604047.47,6441028.6,868456.45,48666.32,2536.05,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,419.32,419.32,449.32,449.32,449.32,449.32,419.32,419.32,419.32,419.32,419.32,419.32,379.32,360.22,317.32
2024-01-03 10:00:00,2024,1,3,10,429.49,1634700.41,6706426.62,947339.89,47256.32,3533.82,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,419.32,419.32,449.32,449.32,449.32,449.32,419.32,419.32,419.32,419.32,419.32,419.32,379.32,360.22
2024-01-03 11:00:00,2024,1,3,11,430.49,1658480.39,7021075.45,929614.28,46648.72,5333.99,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,419.32,419.32,449.32,449.32,449.32,449.32,419.32,419.32,419.32,419.32,419.32,419.32,379.32
2024-01-03 12:00:00,2024,1,3,12,430.49,1893547.37,6854361.25,891734.3400000001,50101.240000000005,23605.81,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,430.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,419.32,419.32,449.32,449.32,449.32,449.32,419.32,419.32,419.32,419.32,419.32,419.32
2024-01-03 13:00:00,2024,1,3,13,430.49,1958754.72,6872416.46,869341.49,55613.76,29971.46,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,430.49,430.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,419.32,419.32,449.32,449.32,449.32,449.32,419.32,419.32,419.32,419.32,419.32
2024-01-03 14:00:00,2024,1,3,14,504.49,1990540.49,7019436.55,775568.05,57635.9,29992.39,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,430.49,430.49,430.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,419.32,419.32,449.32,449.32,449.32,449.32,419.32,419.32,419.32,419.32
2024-01-03 15:00:00,2024,1,3,15,504.49,1987947.3,7187114.62,646554.04,57493.45,30004.050000000003,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,504.49,430.49,430.49,430.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,419.32,419.32,449.32,449.32,449.32,449.32,419.32,419.32,419.32
2024-01-03 16:00:00,2024,1,3,16,504.49,2005645.56,7295898.14,392183.0,56883.07,29988.71,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,504.49,504.49,430.49,430.49,430.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,419.32,419.32,449.32,449.32,449.32,449.32,419.32,419.32
2024-01-03 17:00:00,2024,1,3,17,509.49,2059810.62,7342262.899999999,53542.98,56876.28,29749.51,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,504.49,504.49,504.49,430.49,430.49,430.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,419.32,419.32,449.32,449.32,449.32,449.32,419.32
2024-01-03 18:00:00,2024,1,3,18,509.49,2067293.29,7966869.72,0.23,55576.35,26565.46,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,509.49,504.49,504.49,504.49,430.49,430.49,430.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,419.32,419.32,449.32,449.32,449.32,449.32
2024-01-03 19:00:00,2024,1,3,19,514.49,2063376.13,8102903.83,0.0,58634.34,20540.58,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,509.49,509.49,504.49,504.49,504.49,430.49,430.49,430.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,419.32,419.32,449.32,449.32,449.32
2024-01-03 20:00:00,2024,1,3,20,509.49,2035958.54,7921595.31,0.0,56820.58,23365.01,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,514.49,509.49,509.49,504.49,504.49,504.49,430.49,430.49,430.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,419.32,419.32,449.32,449.32
2024-01-03 21:00:00,2024,1,3,21,509.49,1923116.25,7697758.73,0.0,58502.4,20976.83,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,509.49,514.49,509.49,509.49,504.49,504.49,504.49,430.49,430.49,430.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,419.32,419.32,449.32
2024-01-03 22:00:00,2024,1,3,22,504.49,1915897.65,7209149.48,0.0,61171.41,25015.44,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,509.49,509.49,514.49,509.49,509.49,504.49,504.49,504.49,430.49,430.49,430.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,419.32,419.32
2024-01-03 23:00:00,2024,1,3,23,504.49,1832276.55,6772142.94,0.0,60455.75,26251.02,3.0,402.92,209906.371306,2010.88,0.0,137774.0544,46687.6096,0.0,173.373058705,287.4434472733,540.9864835237,895.6169934365,0.92,0.59,0.81,3,0,504.49,509.49,509.49,514.49,509.49,509.49,504.49,504.49,504.49,430.49,430.49,430.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,419.32
2024-01-04 00:00:00,2024,1,4,0,519.95,1930086.5,6244358.68,0.0,59736.61,22657.11,3.0,1968.31,271973.107726,1013.41,0.0,120788.523,82192.8986,0.0,173.2729095363,294.0121574108,499.7963710822,972.532379882,0.92,0.59,0.81,4,0,504.49,504.49,509.49,509.49,514.49,509.49,509.49,504.49,504.49,504.49,430.49,430.49,430.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49
2024-01-04 01:00:00,2024,1,4,1,519.95,1816322.25,6065579.93,0.0,58205.07,22226.18,3.0,1968.31,271973.107726,1013.41,0.0,120788.523,82192.8986,0.0,173.2729095363,294.0121574108,499.7963710822,972.532379882,0.92,0.59,0.81,4,0,519.95,504.49,504.49,509.49,509.49,514.49,509.49,509.49,504.49,504.49,504.49,430.49,430.49,430.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49
2024-01-04 02:00:00,2024,1,4,2,519.95,1665605.9,5987127.15,0.0,59979.18,24885.31,3.0,1968.31,271973.107726,1013.41,0.0,120788.523,82192.8986,0.0,173.2729095363,294.0121574108,499.7963710822,972.532379882,0.92,0.59,0.81,4,0,519.95,519.95,504.49,504.49,509.49,509.49,514.49,509.49,509.49,504.49,504.49,504.49,430.49,430.49,430.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49
2024-01-04 03:00:00,2024,1,4,3,448.95,1662911.07,5863389.58,0.0,58580.4,23584.93,3.0,1968.31,271973.107726,1013.41,0.0,120788.523,82192.8986,0.0,173.2729095363,294.0121574108,499.7963710822,972.532379882,0.92,0.59,0.81,4,0,519.95,519.95,519.95,504.49,504.49,509.49,509.49,514.49,509.49,509.49,504.49,504.49,504.49,430.49,430.49,430.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49
2024-01-04 04:00:00,2024,1,4,4,448.95,1666728.39,5902751.3,0.0,59229.9,15987.15,3.0,1968.31,271973.107726,1013.41,0.0,120788.523,82192.8986,0.0,173.2729095363,294.0121574108,499.7963710822,972.532379882,0.92,0.59,0.81,4,0,448.95,519.95,519.95,519.95,504.49,504.49,509.49,509.49,514.49,509.49,509.49,504.49,504.49,504.49,430.49,430.49,430.49,429.49,429.49,429.49,429.49,429.49,429.49,429.49
2024-01-04 05:00:00,2024,1,4,5,519.95,1718858.09,6000956.15,0.0,59625.33,8342.939999999999,3.0,1968.31,271973.107726,1013.41,0.0,120788.523,82192.8986,0.0,173.2729095363,294.0121574108,499.7963710822,972.532379882,0.92,0.59,0.81,4,0,448.95,448.95,519.95,519.95,519.95,504.49,504.49,509.49,509.49,514.49,509.49,509.49,504.49,504.49,504.49,430.49,430.49,430.49,429.49,429.49,429.49,429.49,429.49,429.49
2024-01-04 06:00:00,2024,1,4,6,519.95,1764535.81,6000292.989999999,51068.11,60024.56,1449.16,3.0,1968.31,271973.107726,1013.41,0.0,120788.523,82192.8986,0.0,173.2729095363,294.0121574108,499.7963710822,972.532379882,0.92,0.59,0.81,4,0,519.95,448.95,448.95,519.95,519.95,519.95,504.49,504.49,509.49,509.49,514.49,509.49,509.49,504.49,504.49,504.49,430.49,430.49,430.49,429.49,429.49,429.49,429.49,429.49
2024-01-04 07:00:00,2024,1,4,7,519.95,1791668.47,6181503.21,360156.58,61315.28,974.04,3.0,1968.31,271973.107726,1013.41,0.0,120788.523,82192.8986,0.0,173.2729095363,294.0121574108,499.7963710822,972.532379882,0.92,0.59,0.81,4,0,519.95,519.95,448.95,448.95,519.95,519.95,519.95,504.49,504.49,509.49,509.49,514.49,509.49,509.49,504.49,504.49,504.49,430.49,430.49,430.49,429.49,429.49,429.49,429.49
2024-01-04 08:00:00,2024,1,4,8,519.95,1911454.05,6223557.74,684179.1,54761.51,5353.389999999999,3.0,1968.31,271973.107726,1013.41,0.0,120788.523,82192.8986,0.0,173.2729095363,294.0121574108,499.7963710822,972.532379882,0.92,0.59,0.81,4,0,519.95,519.95,519.95,448.95,448.95,519.95,519.95,519.95,504.49,504.49,509.49,509.49,514.49,509.49,509.49,504.49,504.49,504.49,430.49,430.49,430.49,429.49,429.49,429.49
